,Address,Fire alarm
3541,818 OSTROM Ave,1
3542,818 SALT SPRINGS Rd,39
3543,818 WOLF St,3
3544,819 LANCASTER Ave,1
3545,819 MADISON St,4
3546,819 S SALINA St,7
3547,820 COMSTOCK Ave,3
3548,820 DANFORTH St,2
3549,820 E GENESEE St,2
3550,820 MILTON Ave,4
3551,820 SUMNER Ave,1
3552,8200 NB I 81,1
3553,821 E BRIGHTON Ave,36
3554,821 EMERSON Ave,1
3555,821 S WILBUR Ave,1
3556,8228 SB I 81,1
3557,823 BALLANTYNE Rd,1
3558,823 N TOWNSEND St,4
3559,824 KIRKPATRICK St,4
3560,825 BURNET Ave,3
3561,825 BUTTERNUT St,1
3562,825 E WILLOW St,55
3563,825 TEALL Ave,2
3564,825 WILLIS Ave,1
3565,827 PARK St,5
3566,828 S WEST St,1
3567,829 GLENWOOD Ave,1
3568,830 JAMES St,35
3569,830 PARK St,7
3570,8301 NB I 81,1
3571,831 HAZELWOOD Ave,1
3572,831 PARK St,1
3573,8319 SB I 81,1
3574,832 ACKERMAN Ave,1
3575,832 SPENCER St,2
3576,8321 SB I 81,1
3577,833 E BRIGHTON Ave,41
3578,8377 SB I 81,1
3579,839 WESTCOTT St,1
3580,840 SOUTH Ave,1
3581,842 PARK Ave,1
3582,8445 NB I 81,1
3583,845 GLENWOOD Ave,1
3584,847 JAMES St,6
3585,847 N SALINA St,1
3586,8474 SB I 81,1
3587,8500 NB I 81,1
3588,8502 NB I 81,1
3589,855 OSTROM Ave,1
3590,855 SUMNER Ave,1
3591,856 W LAFAYETTE Ave,1
3592,8562 NB I 81,1
3593,8571 NB I 81,1
3594,8589 SB I 81,1
3595,8597 SB I 81,1
3596,8640 NB I 81,1
3597,865 HIAWATHA Blvd W,1
3598,869 SUMNER Ave,1
3599,8698 NB I 81,1
3600,871 LIVINGSTON Ave,1
3601,8724 NB I 81,1
3602,873 DEWITT St,3
3603,8757 SB I 81,1
3604,8761 SB I 81,1
3605,880 S CLINTON St,1
3606,8822 NB I 81,1
3607,9 MAXWELL Ct,1
3608,9 PRESIDENTIAL Ct,1
3609,90 PRESIDENTIAL Plz,5
3610,900 ACKERMAN Ave,1
3611,900 BUTTERNUT St,1
3612,900 COL EILEEN COLLINS Blvd,4
3613,900 E BRIGHTON Ave,1
3614,900 E GENESEE St,1
3615,900 IRVING Ave,1
3616,900 N ALVORD St,2
3617,900 S CROUSE Ave,1
3618,900 S GEDDES St,3
3619,900 S STATE St,2
3620,900 TYSON Pl,5
3621,900BLK E GENESEE St,1
3622,900BLK S CLINTON St,1
3623,900BLK S TOWNSEND St,1
3624,900BLK WADSWORTH St,2
3625,901 BELLEVUE Ave,1
3626,901 CUMBERLAND Ave,1
3627,901 DANFORTH St,1
3628,901 IRVING Ave,2
3629,901 N SALINA St,1
3630,901 N TOWNSEND St,1
3631,901 TEALL Ave,1
3632,901 WALNUT Ave,4
3633,901 WESTCOTT St,1
3634,902 ACKERMAN Ave,1
3635,903 DANFORTH St,1
3636,903 W LAFAYETTE Ave,1
3637,904 CARBON St,1
3638,904 DANFORTH St,1
3639,904 FIRST NORTH St,2
3640,904 ONONDAGA Ave,1
3641,904 WILLIS Ave,1
3642,905 COMSTOCK Ave,1
3643,905 N TOWNSEND St,1
3644,905 WALNUT Ave,8
3645,906 JAMES St,4
3646,907 PARK Ave,1
3647,907 WILLIS Ave,1
3648,907.5 WILLIS Ave,1
3649,908 AVERY Ave,5
3650,908 HARRISON St,11
3651,908 HAWLEY Ave,1
3652,909 BELLEVUE Ave,1
3653,909 CALEB Ave,1
3654,909 OAK St,3
3655,910 ACKERMAN Ave,1
3656,910 N MCBRIDE St,11
3657,910 PARK Ave,1
3658,911 CARBON St,1
3659,912 HAZELWOOD Ave,1
3660,912 PARK St,1
3661,913 CALEB Ave,4
3662,913 HIGHLAND St,1
3663,913 MILTON Ave,1
3664,913 W LAFAYETTE Ave,1
3665,914 N MCBRIDE St,5
3666,915 BUTTERNUT St,1
3667,915 JAMES St,5
3668,915 LEMOYNE Ave,1
3669,916 E GENESEE St,1
3670,917 BUTTERNUT St,1
3671,917 CALEB Ave,1
3672,917 HAWLEY Ave,1
3673,918 HAWLEY Ave,1
3674,918 JAMES St,13
3675,918 S MCBRIDE St,1
3676,919 GLENWOOD Ave,6
3677,919 HAZELWOOD Ave,4
3678,920 EUCLID Ave,1
3679,920 LANCASTER Ave,1
3680,920 N TOWNSEND St,1
3681,921 W BELDEN Ave,2
3682,922 S MCBRIDE St,5
3683,923 JAMES St,1
3684,923 N MCBRIDE St,1
3685,923 W FAYETTE St,1
3686,924 N STATE St,1
3687,924 WADSWORTH St,1
3688,925 COMSTOCK Ave,1
3689,925 ONONDAGA Ave,2
3690,927 HIGHLAND St,3
3691,927 ONONDAGA Ave,1
3692,928 BURNET Ave,2
3693,928 E COLVIN St,1
3694,928 EMERSON Ave,1
3695,928 WADSWORTH St,1
3696,929 WADSWORTH St,1
3697,930 S STATE St,1
3698,931 BUTTERNUT St,2
3699,931 N SALINA St,1
3700,932 KIRKPATRICK St,1
3701,932 W GENESEE St,2
3702,933 ACKERMAN Ave,1
3703,935 EMERSON Ave,2
3704,935 HIAWATHA Blvd E,1
3705,935 JAMES St,1
3706,939 BURNET Ave,1
3707,94 ONONDAGA LAKE PKWY TO PARK ST Ramp,1
3708,941 JAMES St,1
3709,941 WADSWORTH St,1
3710,944 HIGHLAND St,1
3711,945 MEADOWBROOK Dr,1
3712,945 S SALINA St,1
3713,945 SPENCER St,1
3714,946 WESTMORELAND Ave,1
3715,947 JAMES St,2
3716,947 POND St,52
3717,948 EMERSON Ave,1
3718,950 BELLEVUE Ave,1
3719,950 IRVING Ave,1
3720,953 JAMES St,4
3721,955 EMERSON Ave,1
3722,955 W GENESEE St,2
3723,956 EMERSON Ave,1
3724,956 LEMOYNE Ave,1
3725,959 HIAWATHA Blvd W,1
3726,960 HIAWATHA Blvd W,1
3727,960 JAMES St,1
3728,960 SALT SPRINGS Rd,15
3729,971 E BRIGHTON Ave,2
3730,972 BELLEVUE Ave,1
3731,973 JAMES St,2
3732,98 MACDOUGALL Pl,1
3733,980 HIAWATHA Blvd W,1
3734,989 JAMES St,4
3735,99 KELLEY PARK Dr,1
3736,990 JAMES St,1
3737,Adjacent to 1000 COL EILEEN COLLINS Blvd,1
3738,Adjacent to 115 ACADEMY GREEN,1
3739,Adjacent to 211 LAFAYETTE Rd,1
3740,Adjacent to 333 E WATER St,1
3741,Adjacent to 400 VELASKO Rd,1
3742,Adjacent to 419 ELLIOTT St,1
3743,Adjacent to 928 AVERY Ave,1
3744,CREEKWALK,1
3745,DESTINY USA PLOT Drwy,1
3746,Fayette,1
3747,In front of 1000 COL EILEEN COLLINS Blvd,2
3748,In front of 1074 S CLINTON St,1
3749,In front of 1161 GRANT Blvd,1
3750,In front of 136 N GEDDES St,1
3751,In front of 136 NELSON St,1
3752,In front of 1409 W GENESEE St,1
3753,In front of 159 MERRITT AVE,1
3754,In front of 175 ELIZ.BLACKWELL St,1
3755,In front of 212 S ALVORD St,1
3756,In front of 226 TEALL Ave,1
3757,In front of 259 W FAYETTE St,1
3758,In front of 290 W JEFFERSON St,1
3759,In front of 300 BURT St,2
3760,In front of 304 E ONONDAGA St,1
3761,In front of 318 MARCELLUS St,1
3762,In front of 408 BEAR St,1
3763,In front of 428 WESTMORELAND Ave,1
3764,In front of 501 AVERY Ave,1
3765,In front of 550 S CLINTON St,1
3766,In front of 605 VALLEY Dr,1
3767,In front of 701 E GENESEE St,1
3768,In rear of 1009 HARRISON St,1
3769,In rear of 134 WALTON St,1
3770,In rear of 403 SALT SPRINGS Rd,1
3771,In rear of 600 ROBINSON St,1
3772,In rear of 614 PARK St,1
3773,In rear of 713 E GENESEE St,1
3774,MEACHEM PARK Drwy,1
3775,On AINSLEY DR  at JAMESVILLE AVE,1
3776,On ALBERT RD  at DEMONG DR,1
3777,On ALBERT RD  at SALT SPRINGS RD,1
3778,On ALMOND ST  at ERIE BLVD E,1
3779,On ASH ST  at LODI ST,1
3780,On ASH ST  at N STATE ST,1
3781,On ASH ST at,1
3782,On AVERY AVE  at MORGAN AVE,1
3783,On AVON RD  at NICHOLS AVE,1
3784,On BANK ALY  at E JEFFERSON ST,1
3785,On BEAR ST  at SUNSET AVE,1
3786,On BEATTIE ST  at SALT SPRINGS RD,1
3787,On BEECHER ST  at JASPER ST,1
3788,On BELLEVUE AVE  at LINCOLN AVE,1
3789,On BELLEVUE AVE  at ONONDAGA AVE,1
3790,On BELLEVUE AVE  at S GEDDES ST,1
3791,On BELLEVUE AVE  at STERLING AVE,1
3792,On BENNINGTON DR  at MENLO DR,1
3793,On BERKELEY DR  at TERRACE RD,1
3794,On BOYDEN ST  at TEALL AVE,1
3795,On BURDICK AVE  at COURT ST,1
3796,On BURNET AVE  at BURNS AVE,1
3797,On BURNET AVE  at ERICKSON ST,1
3798,On BURNET AVE  at N BEECH ST,1
3799,On BURNET AVE  at N CROUSE AVE,1
3800,On BURNET AVE  at PEAT ST,1
3801,On BURT ST  at PAVILION TER,1
3802,On BURT ST  at S MCBRIDE ST,1
3803,On BUTTERNUT ST  at CATHERINE ST,1
3804,On BUTTERNUT ST  at HARTLEY ST,1
3805,On BUTTERNUT ST  at HOOD AVE,1
3806,On BUTTERNUT ST  at JOSEPHINE ST,1
3807,On BUTTERNUT ST  at LODI ST,2
3808,On BUTTERNUT ST  at N FRANKLIN ST,1
3809,On BUTTERNUT ST  at N TOWNSEND ST,1
3810,On BUTTERNUT ST  at PARK ST,1
3811,On BUTTERNUT ST  at S ALVORD ST,3
3812,On BUTTERNUT ST  at SPRING ST,1
3813,On CADILLAC ST  at WADSWORTH ST,1
3814,On CADWELL ST  at GRAND AVE,1
3815,On CANAL ST  at WALNUT AVE,1
3816,On CANNON ST  at W BRIGHTON AVE,1
3817,On CARBON ST  at COURT ST,1
3818,On CATAWBA ST  at LODI ST,1
3819,On CATHERINE ST  at JAMES ST,1
3820,On CENTENNIAL DR  at ONONDAGA AVE,1
3821,On CHARMOUTH DR  at ROBINEAU RD,1
3822,On CLEVELAND AVE  at FIRST NORTH ST,1
3823,On COLUMBUS AVE  at DELL ST,1
3824,On COMSTOCK AVE  at EUCLID AVE,1
3825,On COMSTOCK AVE at MADISON ST,1
3826,On COURT ST  at FIRST NORTH ST,1
3827,On CROLY ST  at E FAYETTE ST,1
3828,On CULBERT ST  at FIRST NORTH ST,1
3829,On DAVIS ST  at BARRETT ST,1
3830,On DEAD END  at S WEST ST,1
3831,On DELAWARE ST  at KELLOGG ST,1
3832,On DELAWARE ST  at S GEDDES ST,3
3833,On DELAWARE ST  at W ONONDAGA ST,1
3834,On DEWEY AVE  at WAITE AVE,1
3835,On DEWITT ST  at JAMES ST,2
3836,On DICKERSON ST  at S CLINTON ST,1
3837,On DOROTHY ST  at VINE ST,1
3838,On DOUGLAS ST  at GRAVES ST,1
3839,On E ADAMS ST  at,1
3840,On E ADAMS ST  at ALMOND ST,1
3841,On E ADAMS ST  at MONROE ST,1
3842,On E ADAMS ST  at S CROUSE AVE,2
3843,On E ADAMS ST  at S SALINA ST,1
3844,On E ADAMS ST  at SARAH LOGUEN ST,1
3845,On E BRIGHTON AVE  at,1
3846,On E BRIGHTON AVE  at AINSLEY DR,1
3847,On E BRIGHTON AVE  at INTREPID LN,1
3848,On E BRIGHTON AVE  at ROCK CUT RD,3
3849,On E BRIGHTON AVE  at THURBER ST,1
3850,On E COLVIN ST  at LANCASTER AVE,1
3851,On E COLVIN ST  at S SALINA ST,1
3852,On E DIVISION ST  at CARBON ST,1
3853,On E DIVISION ST  at N STATE ST,1
3854,On E FAYETTE ST  at S TOWNSEND ST,1
3855,On E FAYETTE ST  at WESTCOTT ST,1
3856,On E GENESEE ST  at ALMOND ST,1
3857,On E GENESEE ST  at MAPLE ST,1
3858,On E GENESEE ST at,1
3859,On E KENNEDY ST  at S STATE ST,1
3860,On E LAFAYETTE AVE  at S SALINA ST,1
3861,On E LAUREL ST  at CATHERINE ST,1
3862,On E LAUREL ST  at LODI ST,1
3863,On E ONONDAGA ST  at MONTGOMERY ST,1
3864,On E ONONDAGA ST  at S SALINA ST,1
3865,On E ONONDAGA ST  at S STATE ST,1
3866,On E SENECA TPKE  at S SALINA ST,1
3867,On E TAYLOR ST  at S SALINA ST,1
3868,On E TAYLOR ST  at S TOWNSEND ST,1
3869,On E WILLOW ST  at CATHERINE ST,1
3870,On E WILLOW ST  at HICKORY ST,1
3871,On E WILLOW ST  at LODI ST,1
3872,On E WILLOW ST  at N STATE ST,3
3873,On E WILLOW ST  at PEARL ST,2
3874,On EASTVIEW AVE Dr  at ONONDAGA AVE,1
3875,On EB I 690  at MIDLER AVE FROM EB I,1
3876,On EB I 690  at N GEDDES ST TO EB I,1
3877,On EB I 690  at N MCBRIDE ST TO EB I,1
3878,On EB I 690  at TEALL AVE FROM EB I,3
3879,On EB I 690  at WEST ST FROM EB I 69,2
3880,On ELDORADO ST  at HIXSON AVE,1
3881,On ELM ST  at HAWLEY AVE,1
3882,On ELMWOOD AVE  at GLENWOOD AVE,1
3883,On EMERSON AVE  at ERIE BLVD W,1
3884,On ERIE BLVD E  at HAMPTON INN DRWY,1
3885,On ERIE BLVD E  at LODI ST,1
3886,On ERIE BLVD E  at PEAT ST,2
3887,On ERIE BLVD E  at S STATE ST,1
3888,On ERIE BLVD E  at THOMPSON RD,2
3889,On ERIE BLVD W  at HIAWATHA BLVD W,1
3890,On ERIE BLVD W  at N FRANKLIN ST,1
3891,On ERIE Blvd W at NB WEST STREET ARTER,1
3892,On EUCLID AVE  at COMSTOCK AVE,1
3893,On EUCLID AVE  at CRAWFORD AVE,1
3894,On EUCLID AVE  at OSTROM AVE,2
3895,On EUREKA ST St  at W BELDEN AVE,1
3896,On EXCHANGE ST  at N SALINA ST,1
3897,On FELLOWS AVE  at HARVARD PL,1
3898,On FIRST NORTH ST  at DELONG AVE,1
3899,On FITCH ST  at S GEDDES ST,1
3900,On FORD AVE  at BALLANTYNE RD,1
3901,On FOREST AVE  at CANNON ST,1
3902,On FOUNTAIN ST  at GERTRUDE ST,1
3903,On GENANT DR  at W BEAR ST,1
3904,On GERTRUDE ST  at LODI ST,1
3905,On GIFFORD ST  at ONTARIO ST,1
3906,On GIFFORD ST  at S WEST ST,1
3907,On GLENCOVE RD  at MOSLEY DR,1
3908,On GLENWOOD AVE  at MCDONALD RD,1
3909,On GRAND AVE  at CADWELL ST,2
3910,On GRAND AVE  at DELAWARE ST,1
3911,On GRAND AVE  at HERRIMAN ST,1
3912,On GRAND AVE  at VELASKO RD,1
3913,On GRANT BLVD  at DEWITT ST,1
3914,On GRANT BLVD  at JAMES ST,1
3915,On GRANT BLVD  at KIRKPATRICK ST,2
3916,On GRANT BLVD  at POND ST,1
3917,On GRANT BLVD  at SWANSEA DR,1
3918,On GRANT BLVD  at VILLAGE DR,1
3919,On GRANT BLVD  at WOODLAWN TER,1
3920,On GREEN ST  at OAK ST,1
3921,On GRIFFITHS ST  at BUTTERNUT ST,1
3922,On GROVE ST  at VALLEY DR,1
3923,On HAMILTON ST  at N LOWELL AVE,1
3924,On HARRISON ST  at S SALINA ST,1
3925,On HARRISON ST  at UNIVERSITY AVE,1
3926,On HARRISON ST FROM SB I 81 RAMP at EB I 690 TO SB,1
3927,On HARVARD PL  at WESTCOTT ST,1
3928,On HAWLEY AVE  at HOWARD ST,1
3929,On HAWLEY AVE  at LODI ST,1
3930,On HAWTHORNE ST  at DELL ST,1
3931,On HELEN ST  at PARK ST,1
3932,On HELEN ST  at RUGBY RD,1
3933,On HENDERSON ST  at OAK ST,1
3934,On HERALD PL  at N FRANKLIN ST,2
3935,On HERKIMER ST  at PHARIS ST,1
3936,On HERRIMAN ST  at GRAND AVE,1
3937,On HIAWATHA BLVD E  at,1
3938,On HIAWATHA BLVD E  at FIRST NORTH ST,1
3939,On HIAWATHA BLVD E  at LODI ST,1
3940,On HIAWATHA BLVD E  at N SALINA ST,1
3941,On HIAWATHA BLVD E  at SEVENTH NORTH ST,1
3942,On HIAWATHA BLVD W  at ERIE BLVD W,1
3943,On HIAWATHA BLVD W  at PULASKI ST,2
3944,On HIAWATHA BLVD W  at STATE FAIR BLVD,2
3945,On HIAWATHA BLVD W  at VAN RENSSELAER ST,1
3946,On HIAWATHA BLVD W FROM EB I 690  at EB I 690,1
3947,On HICKORY ST  at CATHERINE ST,1
3948,On HICKORY ST  at N MCBRIDE ST,1
3949,On HICKORY ST  at N TOWNSEND ST,1
3950,On HIGHLAND ST  at GRAVES ST,1
3951,On HIGHLAND ST  at OAK ST,1
3952,On HIGHLAND ST  at WILKIE PL,1
3953,On HIGHLAND ST St  at GRAVES ST,1
3954,On HUDSON ST  at RICH ST,1
3955,On HURLBURT RD  at MEADOWBROOK DR,1
3956,On IRVING AVE  at HARRISON ST,2
3957,On ISABELLA ST  at UNION PL,1
3958,On JAMES ST  at COOK AVE,1
3959,On JAMES ST  at LODI ST,1
3960,On JAMES ST  at N COLLINGWOOD AVE,1
3961,On JAMES ST  at N MCBRIDE ST,1
3962,On JAMES ST  at N SALINA ST,1
3963,On JAMES ST  at OAK ST,2
3964,On JAMES ST  at STAFFORD AVE,1
3965,On JAMES ST  at VINE ST,1
3966,On JAMESVILLE AVE  at AINSLEY DR,1
3967,On JASPER ST  at BEECHER ST,1
3968,On JASPER ST  at OAK ST,1
3969,On JERICHO DR  at ORISKANY DR,1
3970,On KIMBER RD  at EUCLID AVE,1
3971,On KINGSLEY PL  at EMERSON AVE,1
3972,On KIRK PARK DR  at W BRIGHTON AVE,1
3973,On KIRKPATRICK ST  at SPRING ST,1
3974,On LAMBRETH LN  at JAMESVILLE AVE,1
3975,On LANCASTER AVE  at BROAD ST,1
3976,On LEAVENWORTH AVE  at ERIE BLVD W,1
3977,On LEAVENWORTH AVE  at VAN RENSSELAER ST,1
3978,On LEAVENWORTH AVE  at W BELDEN AVE,1
3979,On LEMOYNE AVE  at WADSWORTH ST,1
3980,On LEXINGTON AVE  at ALLEN ST,1
3981,On LILAC ST  at POND ST,1
3982,On LINCOLN AVE  at CLOVER ST,1
3983,On LINCOLN AVE  at TALLMAN ST,2
3984,On LIVERPOOL TO DESTINY USA RAMP  at DESTINY USA T,1
3985,On LIVINGSTON AVE  at EUCLID AVE,1
3986,On LODI ST  at ASH ST,1
3987,On LODI ST  at COURT ST,1
3988,On LODI ST  at E DIVISION ST,1
3989,On LODI ST  at GREEN ST,1
3990,On LODI ST  at HAWLEY AVE,1
3991,On LODI ST  at HICKORY ST,1
3992,On LODI ST  at JOHN ST,1
3993,On LODI ST  at OAK ST,1
3994,On LODI ST  at WOLF ST,1
3995,On LYDELL ST  at HARTSON ST,1
3996,On MAGNOLIA ST  at W FAYETTE ST,1
3997,On MARLBOROUGH RD  at JAMES ST,1
3998,On MARSHALL ST  at UNIVERSITY AVE,1
3999,On MARTIN LUTHER KING E  at RENWICK AVE,1
4000,On MARTIN LUTHER KING E  at S SALINA ST,1
4001,On MARTIN LUTHER KING E  at S STATE ST,1
4002,On MARTIN ST  at LEMOYNE AVE,1
4003,On MAY AVE  at EASTMAN AVE,1
4004,On MEADOWBROOK DR  at BRADFORD PKWY,1
4005,On MEADOWBROOK DR  at E GENESEE ST,1
4006,On MEADOWBROOK DR  at KENSINGTON PL,1
4007,On MELBOURNE AVE  at MOUNTAINVIEW AVE,1
4008,On MERRIMAN AVE  at CONGRESS AVE,1
4009,On MERRIMAN AVE  at S GEDDES ST,1
4010,On MIDLAND AVE  at BELLE AVE,2
4011,On MIDLAND AVE  at FURMAN ST,1
4012,On MIDLAND AVE  at HALL AVE,1
4013,On MIDLAND AVE  at KENMORE AVE,1
4014,On MIDLAND AVE  at W COLVIN ST,1
4015,On MIDLAND AVE  at W LAFAYETTE AVE,1
4016,On MIDLAND AVE  at W ONONDAGA ST,1
4017,On MIDLAND AVE  at W OSTRANDER AVE,1
4018,On MIDLAND AVE at,1
4019,On MILTON AVE  at WEST END DR,1
4020,On MONROE ST  at DYER CT,1
4021,On MONTGOMERY ST  at BURT ST,2
4022,On MONTGOMERY ST  at E TAYLOR ST,1
4023,On N ALVORD ST  at DANFORTH ST,2
4024,On N COLLINGWOOD AVE  at JAMES ST,1
4025,On N CROUSE AVE  at LODI ST,1
4026,On N FRANKLIN ST  at ERIE BLVD W,1
4027,On N FRANKLIN ST  at EVANS ST,2
4028,On N FRANKLIN ST  at HERALD PL,1
4029,On N GEDDES ST  at LIBERTY ST,1
4030,On N GEDDES ST  at RICHMOND AVE,2
4031,On N LOWELL AVE  at ULSTER ST,1
4032,On N MCBRIDE ST  at BURNET AVE,1
4033,On N MCBRIDE ST  at ERIE BLVD E,1
4034,On N N SALINA ST St  at ASH ST,1
4035,On N SALINA ST  at DANFORTH ST,2
4036,On N SALINA ST  at EXCHANGE ST,1
4037,On N SALINA ST  at HERALD PL,1
4038,On N SALINA ST  at JAMES ST,1
4039,On N SALINA ST  at KIRKPATRICK ST,2
4040,On N SALINA ST  at LEMOYNE AVE,1
4041,On N SALINA ST  at WOLF ST,1
4042,On N SECOND NORTH ST St  at WOLF ST,1
4043,On N STATE ST  at ASH ST,1
4044,On N STATE ST  at E BELDEN AVE,1
4045,On N STATE ST  at ISABELLA ST,1
4046,On N STATE ST  at JAMES ST,2
4047,On N TOWNSEND ST  at ASH ST,1
4048,On N TOWNSEND ST  at E WILLOW ST,1
4049,On N TOWNSEND ST  at HAWLEY AVE,1
4050,On N TOWNSEND ST  at HICKORY ST,1
4051,On N WEST ST  at W GENESEE ST,1
4052,On NB I 81  at E ADAMS ST FROM NB I,1
4053,On NB I 81  at E ADAMS ST TO NB I 8,2
4054,On NB I 81  at LIVERPOOL FROM NB I,1
4055,On NB I 81  at SEVENTH NORTH ST FRO,1
4056,On NB I 81 TO EB I 690  at TEALL AVE FROM EB I,1
4057,On NB I 81 TO NB I 481  at NB I 481,1
4058,On NB I 81 TO WB I 690  at WB I 690,1
4059,On NB I 81 TO WB I 690 at,1
4060,On NB WEST ST TO HERALD PL RAMP  at HERALD PL,1
4061,On NICHOLS AVE  at SUNNYCREST RD,1
4062,On NORTH AVE at,1
4063,On OAK PL  at OAK ST,1
4064,On OAK ST  at FARMER ST,1
4065,On OAK ST  at HAWLEY AVE,2
4066,On OAK ST  at JAMES ST,1
4067,On OAK ST  at SIDNEY ST,1
4068,On ONONDAGA BLVD  at ONONDAGA BLVD,1
4069,On ONONDAGA CREEK BLVD  at W COLVIN ST,1
4070,On OSTROM AVE  at S BEECH ST,1
4071,On OSTROM AVE  at UNIVERSITY PL,1
4072,On OSWEGO ST  at SHONNARD ST,1
4073,On PARK AVE  at LEAVENWORTH AVE,1
4074,On PARK AVE  at N GEDDES ST,1
4075,On PARK AVE  at VAN RENSSELAER ST,1
4076,On PARK ST  at BUTTERNUT ST,1
4077,On PARK ST  at DANFORTH ST,1
4078,On PARK ST  at FARMERS MARKET WAY,1
4079,On PARK ST  at HARBORSIDE DR,1
4080,On PARK ST  at NBT BANK PKWY,1
4081,On PARK ST  at POND ST,1
4082,On PARK ST  at STRAND PL,1
4083,On PASTIME DR  at TURTLE ST,1
4084,On PEAT ST  at BURNET AVE,1
4085,On PETERS ST  at BUTTERNUT ST,1
4086,On POND ST  at BECKER ST,1
4087,On POND ST  at CARBON ST,1
4088,On POND ST  at FIRST NORTH ST,2
4089,On POND ST  at HIGH ST,1
4090,On POND ST  at POND LN,1
4091,On POND ST  at SPRING ST,1
4092,On PUTNAM ST  at S GEDDES ST,1
4093,On RICHMOND AVE  at LAKEVIEW AVE,1
4094,On ROBERTS AVE  at PARKSIDE AVE,1
4095,On ROWLAND ST  at S GEDDES ST,1
4096,On S ALVORD ST  at BEECHER ST,1
4097,On S ALVORD ST  at E LAUREL ST,2
4098,On S ALVORD ST  at JOHN ST,1
4099,On S CLINTON ST  at DICKERSON ST,2
4100,On S CLINTON ST  at GRANGER ST,1
4101,On S CLINTON ST  at TALLMAN ST,1
4102,On S CLINTON ST  at TEMPLE ST,3
4103,On S CLINTON ST  at W ADAMS ST,1
4104,On S CLINTON ST  at W FAYETTE ST,2
4105,On S CLINTON ST  at W JEFFERSON ST,1
4106,On S CLINTON ST  at W ONONDAGA ST,1
4107,On S CLINTON ST  at W TAYLOR ST,1
4108,On S CROUSE AVE  at E ADAMS ST,1
4109,On S CROUSE AVE  at E FAYETTE ST,2
4110,On S CROUSE AVE  at E GENESEE ST,1
4111,On S CROUSE AVE  at MADISON ST,3
4112,On S EDWARDS AVE  at JAMES ST,1
4113,On S GEDDES ST  at ARDEN DR,1
4114,On S GEDDES ST  at DELAWARE ST,1
4115,On S GEDDES ST  at FITCH ST,1
4116,On S GEDDES ST  at GIFFORD ST,2
4117,On S GEDDES ST  at W ONONDAGA ST,1
4118,On S MIDLER AVE  at BURNET AVE,2
4119,On S MIDLER AVE  at ERIE BLVD E,1
4120,On S SALINA ST  at BALLANTYNE RD,2
4121,On S SALINA ST  at BENNINGTON DR,1
4122,On S SALINA ST  at CORTLAND AVE,1
4123,On S SALINA ST  at E BEARD AVE,2
4124,On S SALINA ST  at E COLVIN ST,1
4125,On S SALINA ST  at E FAYETTE ST,1
4126,On S SALINA ST  at E FLORENCE AVE,1
4127,On S SALINA ST  at E JEFFERSON ST,2
4128,On S SALINA ST  at E WASHINGTON ST,1
4129,On S SALINA ST  at E WATER ST,2
4130,On S SALINA ST  at FISCOE AVE,1
4131,On S SALINA ST  at FURMAN ST,1
4132,On S SALINA ST  at S STATE ST,1
4133,On S SALINA ST  at TALLMAN ST,2
4134,On S SALINA ST  at WALRATH RD,1
4135,On S STATE ST  at E FAYETTE ST,1
4136,On S STATE ST  at MADISON ST,1
4137,On S STATE ST  at MARTIN LUTHER KING E,1
4138,On S STATE ST  at MCCLURE AVE,1
4139,On S TOWNSEND ST  at E ADAMS ST,1
4140,On S TOWNSEND ST  at E TAYLOR ST,1
4141,On S WARREN ST  at E ONONDAGA ST,1
4142,On S WARREN ST  at MADISON ST,1
4143,On S WEST ST  at ERIE BLVD W FROM SB,1
4144,On S WEST ST  at GIFFORD ST,2
4145,On S WEST ST  at W ONONDAGA ST,1
4146,On S WILBUR AVE  at TENNYSON AVE,1
4147,On SACKETT ST  at APPLE ST,1
4148,On SAFETY LN  at LARNED ST,1
4149,On SALT SPRINGS RD  at CANDEE AVE,1
4150,On SB I 481  at E BRIGHTON AVE FROM,1
4151,On SB I 81  at BEAR ST TO SB I 81 R,1
4152,On SB I 81  at E ADAMS ST TO SB I 8,2
4153,On SB I 81  at HARRISON ST FROM SB,2
4154,On SB I 81  at N CLINTON ST FROM SB,1
4155,On SB I 81  at S SALINA ST FROM SB,3
4156,On SB I 81  at SB ROUTE 481 TO SB I,1
4157,On SB I 81 at,1
4158,On SB I 81 TO EB I 690 at EB I 690,1
4159,On SCOVILLE AVE  at WOODRUFF AVE,1
4160,On SEDGWICK ST  at JAMES ST,1
4161,On SEELEY RD  at HAZELWOOD AVE,1
4162,On SENECA ST  at,1
4163,On SENECA ST  at MARCELLUS ST,1
4164,On SHUART AVE  at TEALL AVE,1
4165,On SLOCUM AVE  at SHONNARD ST,1
4166,On SMITH ST  at ERIE BLVD E,1
4167,On SOLAR ST  at W BEAR ST,1
4168,On SOLAR ST  at W DIVISION ST,1
4169,On SOUTH AVE  at CENTENNIAL DR,1
4170,On SOUTH AVE  at KIRK AVE,1
4171,On SOUTH AVE  at TALLMAN ST,1
4172,On SPENCER TO SB I 81 RAMP  at SPENCER CATAWBA FRO,1
4173,On SPRING ST  at BEAR ST,1
4174,On SPRING ST  at POND ST,2
4175,On SPRINGFIELD RD  at SALT SPRINGS RD,1
4176,On STADIUM PL  at VAN BUREN ST,2
